source,utm_source,utm_medium,utm_campaign,utm_term,utm_content,pageviews,device,country,region,city,program_interest,years_experience,current_role,salary_range,intent_text,avg_response_time_minutes,typical_objection,contacted_y,meeting_y,enrolled_y,lost_reason,lead_score,propensity_contact,propensity_meeting,propensity_enroll,expected_gmv_inr,expected_ltv_inr,cost_per_lead_inr,roi_expected,priority_bucket,time_to_first_touch_target_minutes
paid_social,paid_social,email,ml_advanced,devops+training,v2,5,desktop,US,NY,New York,Python,6,working_professional,3–6L,Prefer weekend classes; working full-time,21,time_commitment,1,1,0,timing,53,0.823,0.419,0.126,5933,6610,952,6.23,C,123
influencer,influencer,cpm,python_fundamentals,data+science+course,video,3,mobile,UK,SCT,Edinburgh,Data Analytics,2,student,10–15L,Comparing programs; need scholarship info,45,need_more_info,1,0,0,research_only,42,0.527,0.161,0.048,4795,5908,2401,2.0,C,200
paid_search,paid_search,cpc,cyber_jumpstart,devops+training,video,9,desktop,IN,RJ,Jaipur,Cybersecurity,5,unemployed,<3L,Looking to switch career in 3–6 months,44,compare_options,1,1,1,,70,0.976,0.864,0.572,82630,96561,2462,33.56,B,28
email,email,email,ml_advanced,cybersecurity+program,carousel,4,mobile,AE,AUH,Abu Dhabi,Cloud & DevOps,4,student,<3L,Prefer weekend classes; working full-time,45,time_commitment,0,0,0,no_response,38,0.472,0.134,0.01,1089,1340,499,2.18,C,233
paid_search,paid_search,cpm,ds_bootcamp_q3,cybersecurity+program,longform,4,mobile,UK,SCT,Edinburgh,Cloud & DevOps,7,student,15L+,Already coding; want advanced projects,15,fees_high,1,0,0,budget,58,0.879,0.6,0.196,26095,28977,2163,12.06,B,38
organic_search,organic_search,cpc,fsd_career_switch,python+course,v2,4,mobile,SG,SG,Singapore,Data Science,8,working_professional,15L+,Want a job-ready course with placement support,48,schedule_conflict,0,0,0,no_response,53,0.799,0.444,0.132,17771,21052,163,109.02,C,152
paid_social,paid_social,cpc,python_fundamentals,machine+learning+bootcamp,video,3,mobile,IN,KA,Mysuru,Cybersecurity,3,working_professional,10–15L,Prefer weekend classes; working full-time,55,need_more_info,1,0,0,research_only,48,0.703,0.297,0.073,5946,6816,1018,5.84,C,93
paid_search,paid_search,organic,ml_advanced,data+science+course,text,3,mobile,IN,MH,Pune,Cloud & DevOps,2,unemployed,6–10L,Want a job-ready course with placement support,38,need_more_info,0,0,0,no_response,64,0.927,0.738,0.333,29233,37668,1990,14.69,B,18
organic_search,organic_search,referral,python_fundamentals,devops+training,v2,5,mobile,IN,MH,Pune,Data Analytics,0,student,6–10L,Comparing programs; need scholarship info,47,schedule_conflict,1,0,0,timing,48,0.703,0.269,0.028,3127,3833,1,3127.0,C,133
referral,referral,email,python_fundamentals,devops+training,longform,5,mobile,IN,RJ,Jaipur,Data Analytics,0,freelancer,NA,Interested if EMI available and recorded sessions,24,fees_high,0,0,0,no_response,60,0.932,0.64,0.241,27377,31697,77,355.55,B,33
direct,direct,cpm,ml_advanced,full+stack+developer,video,5,mobile,SG,SG,Singapore,Data Science,6,working_professional,10–15L,Looking to switch career in 3–6 months,23,schedule_conflict,1,0,0,timing,61,0.918,0.652,0.242,33520,42723,43,779.53,B,23
email,email,social,cyber_jumpstart,data+science+course,video,3,mobile,IN,TN,Coimbatore,Machine Learning,4,working_professional,15L+,New to field; need beginner-friendly curriculum,59,not_interested,1,1,1,,48,0.703,0.313,0.078,139170,162270,232,599.87,C,117
direct,direct,organic,cloud_devops_kickoff,data+analytics+certificate,longform,8,mobile,IN,GJ,Ahmedabad,Cybersecurity,8,working_professional,6–10L,Comparing programs; need scholarship info,20,schedule_conflict,1,1,1,,70,0.936,0.844,0.584,131154,160911,41,3198.88,B,39
affiliate,affiliate,organic,ml_advanced,data+analytics+certificate,longform,6,mobile,UK,SCT,Edinburgh,Python,5,working_professional,<3L,Looking to switch career in 3–6 months,56,compare_options,1,0,0,competitor,52,0.821,0.427,0.093,4851,5967,730,6.65,C,153
organic_search,organic_search,referral,cyber_jumpstart,full+stack+developer,v2,3,mobile,IN,KA,Bengaluru,Full-Stack Development,0,working_professional,3–6L,Already coding; want advanced projects,47,compare_options,1,1,1,,50,0.753,0.343,0.079,129559,153715,43,3013.0,C,69
paid_social,paid_social,organic,cloud_devops_kickoff,full+stack+developer,carousel,3,tablet,IN,RJ,Jaipur,Cloud & DevOps,2,working_professional,6–10L,Want a job-ready course with placement support,44,time_commitment,1,0,0,timing,44,0.596,0.22,0.04,5269,6852,1418,3.72,C,89
paid_social,paid_social,social,python_fundamentals,data+analytics+certificate,carousel,4,mobile,IN,TS,Hyderabad,Cybersecurity,2,working_professional,NA,Interested if EMI available and recorded sessions,61,not_ready,1,1,0,timing,44,0.636,0.217,0.024,1871,2243,854,2.19,C,195
paid_search,paid_search,email,cloud_devops_kickoff,devops+training,longform,6,mobile,IN,RJ,Jaipur,Full-Stack Development,6,working_professional,NA,Already coding; want advanced projects,19,fees_high,1,1,1,,65,0.923,0.8,0.392,85543,110428,2055,41.63,B,53
organic_search,organic_search,cpm,ml_advanced,full+stack+developer,video,8,mobile,IN,RJ,Jaipur,Machine Learning,1,freelancer,NA,Comparing programs; need scholarship info,39,schedule_conflict,1,1,0,timing,69,0.945,0.862,0.533,60115,74406,257,233.91,B,37
email,email,social,cyber_jumpstart,machine+learning+bootcamp,text,1,desktop,IN,KA,Mysuru,Machine Learning,1,working_professional,6–10L,New to field; need beginner-friendly curriculum,76,time_commitment,1,0,0,timing,48,0.708,0.29,0.058,6500,7278,726,8.95,C,194
influencer,influencer,cpm,fsd_career_switch,data+science+course,longform,4,mobile,IN,DL,Delhi,Cloud & DevOps,6,working_professional,<3L,Want a job-ready course with placement support,49,need_more_info,1,1,0,research_only,53,0.839,0.462,0.129,17142,21802,1259,13.62,C,160
organic_search,organic_search,cpc,cloud_devops_kickoff,cybersecurity+program,text,3,tablet,US,TX,Austin,Python,4,working_professional,3–6L,Comparing programs; need scholarship info,29,schedule_conflict,1,0,0,timing,52,0.778,0.389,0.115,3472,4650,266,13.05,C,218
influencer,influencer,cpm,python_fundamentals,python+course,v1,1,desktop,IN,MH,Mumbai,Cybersecurity,0,student,3–6L,Looking to switch career in 3–6 months,22,need_more_info,1,1,1,,51,0.802,0.387,0.11,112793,145808,1982,56.91,C,163
paid_social,paid_social,email,fsd_career_switch,cybersecurity+program,video,4,mobile,IN,TS,Hyderabad,Python,6,working_professional,3–6L,Looking to switch career in 3–6 months,52,need_more_info,1,1,0,research_only,50,0.733,0.322,0.046,1801,2110,1327,1.36,C,142
organic_search,organic_search,organic,ds_bootcamp_q3,devops+training,v2,5,mobile,IN,TS,Hyderabad,Cloud & DevOps,6,student,15L+,Already coding; want advanced projects,32,schedule_conflict,1,1,1,,61,0.935,0.674,0.295,109307,127494,40,2732.68,B,46
influencer,influencer,cpc,ds_bootcamp_q3,full+stack+developer,v1,4,mobile,IN,TN,Coimbatore,Cloud & DevOps,0,working_professional,<3L,Prefer weekend classes; working full-time,35,authenticity,1,1,0,competitor,48,0.689,0.278,0.071,6950,8251,2277,3.05,C,91
influencer,influencer,organic,cyber_jumpstart,devops+training,carousel,1,mobile,IN,GJ,Ahmedabad,Python,2,working_professional,10–15L,Interested if EMI available and recorded sessions,38,authenticity,1,0,0,competitor,54,0.84,0.448,0.133,3401,4518,1643,2.07,C,66
direct,direct,email,cyber_jumpstart,full+stack+developer,carousel,6,mobile,UK,ENG,London,Machine Learning,6,student,10–15L,Want a job-ready course with placement support,16,need_more_info,1,1,1,,57,0.851,0.564,0.186,114299,153867,98,1166.32,B,15
paid_search,paid_search,cpm,data_analytics_fasttrack,full+stack+developer,text,6,mobile,IN,WB,Kolkata,Data Science,2,student,15L+,New to field; need beginner-friendly curriculum,31,fees_high,1,1,1,,79,0.975,0.955,0.856,142264,161242,2153,66.08,A,14
email,email,social,cloud_devops_kickoff,python+course,video,3,desktop,IN,MH,Mumbai,Cloud & DevOps,4,working_professional,3–6L,Want a job-ready course with placement support,32,not_interested,1,0,0,research_only,41,0.546,0.176,0.031,3189,4002,571,5.58,C,103
influencer,influencer,cpc,cyber_jumpstart,devops+training,v2,4,mobile,IN,KA,Mysuru,Machine Learning,2,working_professional,15L+,Want a job-ready course with placement support,20,authenticity,1,0,0,competitor,55,0.841,0.52,0.14,14176,16097,919,15.43,B,34
organic_search,organic_search,referral,ds_bootcamp_q3,full+stack+developer,v2,3,desktop,IN,DL,Delhi,Data Science,5,student,NA,New to field; need beginner-friendly curriculum,19,schedule_conflict,1,0,0,timing,52,0.781,0.422,0.094,8162,9099,143,57.08,C,201
email,email,referral,cloud_devops_kickoff,full+stack+developer,v1,4,mobile,IN,WB,Kolkata,Data Science,2,working_professional,6–10L,Interested if EMI available and recorded sessions,81,not_interested,0,0,0,no_response,47,0.692,0.243,0.071,8591,10766,235,36.56,C,222
paid_search,paid_search,referral,data_analytics_fasttrack,devops+training,carousel,3,mobile,AE,AUH,Abu Dhabi,Data Science,4,working_professional,6–10L,Interested if EMI available and recorded sessions,43,fees_high,1,0,0,budget,61,0.906,0.661,0.264,35521,40101,2122,16.74,B,17
affiliate,affiliate,email,ml_advanced,data+science+course,v2,6,mobile,IN,MH,Mumbai,Python,7,working_professional,6–10L,Already coding; want advanced projects,40,compare_options,1,0,0,competitor,51,0.801,0.362,0.102,3240,4101,1509,2.15,C,143
paid_search,paid_search,referral,cloud_devops_kickoff,data+analytics+certificate,v2,9,tablet,UK,ENG,Manchester,Cybersecurity,7,unemployed,10–15L,Interested if EMI available and recorded sessions,27,fees_high,1,1,1,,69,0.974,0.868,0.526,103172,115219,1727,59.74,B,36
paid_search,paid_search,organic,python_fundamentals,cybersecurity+program,longform,9,desktop,IN,TN,Chennai,Python,5,unemployed,10–15L,Looking to switch career in 3–6 months,42,fees_high,1,1,1,,74,0.965,0.943,0.68,43098,56019,1534,28.1,B,56
paid_search,paid_search,organic,data_analytics_fasttrack,data+analytics+certificate,text,4,mobile,US,CA,Los Angeles,Data Analytics,2,student,NA,Interested if EMI available and recorded sessions,25,need_more_info,1,1,1,,66,0.945,0.793,0.423,66540,83855,1265,52.6,B,18
paid_social,paid_social,organic,python_fundamentals,data+science+course,v1,2,mobile,UK,ENG,London,Data Analytics,5,working_professional,<3L,Interested if EMI available and recorded sessions,78,need_more_info,0,0,0,no_response,37,0.446,0.077,0.01,818,1082,873,0.94,C,146
paid_social,paid_social,referral,fsd_career_switch,cybersecurity+program,carousel,5,desktop,IN,KA,Bengaluru,Data Analytics,3,working_professional,<3L,Want a job-ready course with placement support,77,time_commitment,0,0,0,no_response,47,0.7,0.283,0.051,5355,6955,1017,5.27,C,172
paid_search,paid_search,organic,python_fundamentals,data+analytics+certificate,carousel,10,mobile,IN,DL,Delhi,Python,5,working_professional,15L+,Want a job-ready course with placement support,25,fees_high,1,0,0,budget,74,0.98,0.918,0.706,28318,33053,2498,11.34,B,32
paid_social,paid_social,cpc,cyber_jumpstart,full+stack+developer,v2,1,mobile,IN,DL,Delhi,Data Science,5,working_professional,<3L,New to field; need beginner-friendly curriculum,33,need_more_info,0,0,0,no_response,46,0.636,0.217,0.03,3368,4467,839,4.01,C,105
organic_search,organic_search,cpc,ml_advanced,cybersecurity+program,text,5,mobile,IN,KA,Mysuru,Data Science,8,freelancer,6–10L,Already coding; want advanced projects,42,schedule_conflict,1,1,0,timing,57,0.87,0.551,0.178,17303,20941,124,139.54,B,60
referral,referral,social,ml_advanced,data+analytics+certificate,v2,3,mobile,IN,KA,Bengaluru,Machine Learning,5,working_professional,3–6L,Comparing programs; need scholarship info,20,fees_high,1,1,1,,60,0.891,0.637,0.258,104966,140557,43,2441.07,B,20
direct,direct,cpm,data_analytics_fasttrack,data+science+course,video,6,tablet,IN,KA,Bengaluru,Cybersecurity,3,working_professional,NA,Comparing programs; need scholarship info,12,schedule_conflict,1,1,0,timing,64,0.921,0.74,0.338,28389,34713,7,4055.57,B,38
paid_social,paid_social,cpm,python_fundamentals,cybersecurity+program,video,2,mobile,IN,TS,Hyderabad,Machine Learning,5,working_professional,10–15L,Comparing programs; need scholarship info,76,not_ready,0,0,0,no_response,51,0.775,0.404,0.053,8306,9363,927,8.96,C,196
paid_social,paid_social,social,data_analytics_fasttrack,machine+learning+bootcamp,carousel,2,mobile,IN,TN,Coimbatore,Cybersecurity,8,working_professional,<3L,Interested if EMI available and recorded sessions,76,not_ready,1,0,0,timing,46,0.631,0.253,0.066,8759,11237,1389,6.31,C,193
direct,direct,referral,python_fundamentals,data+science+course,video,4,mobile,SG,SG,Singapore,Full-Stack Development,0,student,3–6L,Want a job-ready course with placement support,10,need_more_info,1,1,1,,60,0.89,0.646,0.235,103302,116703,56,1844.68,B,45
direct,direct,social,ml_advanced,data+analytics+certificate,v1,2,mobile,US,NY,New York,Machine Learning,3,working_professional,3–6L,Prefer weekend classes; working full-time,22,schedule_conflict,1,0,0,timing,51,0.777,0.39,0.105,15191,19724,34,446.79,C,172
organic_search,organic_search,cpm,fsd_career_switch,data+science+course,text,2,mobile,AE,DXB,Dubai,Python,0,working_professional,10–15L,Interested if EMI available and recorded sessions,13,compare_options,1,1,0,competitor,39,0.451,0.137,0.025,922,1244,273,3.38,C,114
email,email,cpm,fsd_career_switch,data+analytics+certificate,v2,2,desktop,IN,RJ,Jaipur,Full-Stack Development,0,student,6–10L,Looking to switch career in 3–6 months,71,not_interested,1,1,0,research_only,44,0.608,0.185,0.017,1518,1972,756,2.01,C,169
paid_search,paid_search,cpm,fsd_career_switch,full+stack+developer,text,4,mobile,SG,SG,Singapore,Data Science,0,working_professional,NA,Prefer weekend classes; working full-time,39,need_more_info,1,1,0,research_only,54,0.823,0.452,0.092,9730,11141,1713,5.68,C,180
organic_search,organic_search,cpm,fsd_career_switch,full+stack+developer,v2,2,desktop,IN,GJ,Ahmedabad,Machine Learning,7,working_professional,3–6L,New to field; need beginner-friendly curriculum,13,schedule_conflict,0,0,0,no_response,48,0.68,0.32,0.057,6889,8738,207,33.28,C,130
paid_social,paid_social,referral,cyber_jumpstart,devops+training,carousel,4,desktop,AE,AUH,Abu Dhabi,Python,0,working_professional,NA,Want a job-ready course with placement support,66,need_more_info,1,0,0,research_only,41,0.511,0.131,0.012,547,696,1250,0.44,C,189
email,email,social,cyber_jumpstart,cybersecurity+program,longform,5,desktop,IN,GJ,Vadodara,Full-Stack Development,5,student,<3L,Interested if EMI available and recorded sessions,48,time_commitment,1,0,0,timing,47,0.702,0.26,0.022,2199,2568,555,3.96,C,137
email,email,social,python_fundamentals,data+analytics+certificate,text,2,tablet,IN,RJ,Jaipur,Cloud & DevOps,3,student,10–15L,New to field; need beginner-friendly curriculum,92,not_interested,1,0,0,research_only,41,0.557,0.168,0.047,5813,6796,587,9.9,C,142
email,email,cpc,cyber_jumpstart,python+course,video,3,mobile,US,TX,Dallas,Data Analytics,0,student,NA,Already coding; want advanced projects,115,time_commitment,0,0,0,no_response,36,0.405,0.089,0.013,1387,1847,456,3.04,C,122
direct,direct,organic,cyber_jumpstart,full+stack+developer,video,5,desktop,IN,DL,Delhi,Full-Stack Development,3,student,<3L,Interested if EMI available and recorded sessions,15,need_more_info,1,1,1,,64,0.92,0.776,0.358,92242,108068,11,8385.64,B,44
referral,referral,social,fsd_career_switch,devops+training,v2,4,mobile,IN,TN,Chennai,Cybersecurity,1,student,<3L,Interested if EMI available and recorded sessions,9,finance_options,1,1,1,,57,0.843,0.543,0.182,81002,92477,97,835.07,B,49
paid_social,paid_social,cpc,ml_advanced,data+analytics+certificate,v2,2,mobile,UK,ENG,Manchester,Data Science,3,working_professional,<3L,New to field; need beginner-friendly curriculum,42,need_more_info,1,0,0,research_only,43,0.563,0.164,0.027,2284,2842,1007,2.27,C,111
referral,referral,social,cyber_jumpstart,data+analytics+certificate,v2,5,mobile,AE,DXB,Dubai,Data Science,4,student,6–10L,Already coding; want advanced projects,20,fees_high,1,1,1,,64,0.961,0.751,0.366,80671,96539,188,429.1,B,33
paid_search,paid_search,cpc,ml_advanced,python+course,v2,8,tablet,IN,GJ,Vadodara,Data Analytics,4,unemployed,<3L,Already coding; want advanced projects,33,need_more_info,1,1,1,,71,0.956,0.878,0.589,60794,75031,2498,24.34,B,44
paid_search,paid_search,social,cloud_devops_kickoff,machine+learning+bootcamp,longform,6,desktop,IN,DL,Delhi,Data Analytics,4,student,<3L,Looking to switch career in 3–6 months,41,need_more_info,1,1,0,research_only,69,0.954,0.875,0.53,60022,73020,1720,34.9,B,46
direct,direct,email,python_fundamentals,data+analytics+certificate,text,3,mobile,IN,DL,Delhi,Machine Learning,2,unemployed,15L+,Interested if EMI available and recorded sessions,14,need_more_info,1,1,0,research_only,59,0.892,0.6,0.237,30981,38080,95,326.12,B,16
influencer,influencer,cpc,cloud_devops_kickoff,full+stack+developer,video,4,mobile,IN,RJ,Jaipur,Cloud & DevOps,5,working_professional,3–6L,Interested if EMI available and recorded sessions,55,need_more_info,1,0,0,research_only,50,0.779,0.367,0.101,12983,17335,2388,5.44,C,64
paid_search,paid_search,cpc,ml_advanced,python+course,v2,7,desktop,IN,GJ,Ahmedabad,Cybersecurity,0,working_professional,<3L,Want a job-ready course with placement support,22,need_more_info,1,0,0,research_only,63,0.939,0.759,0.319,38249,49759,1719,22.25,B,28
organic_search,organic_search,social,ml_advanced,devops+training,carousel,3,mobile,IN,RJ,Jaipur,Cloud & DevOps,10,student,6–10L,Looking to switch career in 3–6 months,39,compare_options,1,1,1,,48,0.713,0.292,0.071,135880,155712,88,1544.09,C,144
email,email,email,cloud_devops_kickoff,data+science+course,video,5,mobile,UK,ENG,Manchester,Full-Stack Development,4,working_professional,3–6L,Want a job-ready course with placement support,89,not_interested,1,0,0,research_only,53,0.806,0.43,0.086,6800,8025,739,9.2,C,111
referral,referral,cpc,data_analytics_fasttrack,python+course,video,3,mobile,IN,WB,Kolkata,Python,6,working_professional,15L+,Already coding; want advanced projects,12,finance_options,1,1,0,budget,63,0.908,0.74,0.323,6514,8667,14,465.29,B,57
paid_social,paid_social,organic,cyber_jumpstart,data+science+course,longform,1,mobile,IN,KA,Mysuru,Cloud & DevOps,2,working_professional,6–10L,Want a job-ready course with placement support,76,time_commitment,1,0,0,timing,43,0.608,0.19,0.013,1427,1801,1415,1.01,C,116
influencer,influencer,referral,data_analytics_fasttrack,full+stack+developer,text,3,tablet,IN,TN,Coimbatore,Cybersecurity,2,working_professional,6–10L,Prefer weekend classes; working full-time,54,authenticity,1,1,1,,53,0.783,0.414,0.107,132157,160070,2578,51.26,C,233
direct,direct,cpc,data_analytics_fasttrack,full+stack+developer,v1,2,mobile,IN,DL,Delhi,Machine Learning,8,working_professional,10–15L,Interested if EMI available and recorded sessions,16,need_more_info,1,0,0,research_only,57,0.882,0.56,0.178,20421,24729,20,1021.05,B,20
influencer,influencer,cpm,python_fundamentals,data+analytics+certificate,text,3,mobile,IN,TN,Coimbatore,Cloud & DevOps,3,freelancer,NA,Looking to switch career in 3–6 months,17,authenticity,0,0,0,no_response,48,0.687,0.271,0.045,5951,7214,917,6.49,C,101
direct,direct,organic,ds_bootcamp_q3,data+science+course,longform,7,mobile,IN,RJ,Jaipur,Data Analytics,4,working_professional,NA,Looking to switch career in 3–6 months,11,need_more_info,1,0,0,research_only,59,0.873,0.598,0.19,12781,16713,26,491.58,B,23
referral,referral,organic,fsd_career_switch,devops+training,video,6,mobile,IN,GJ,Vadodara,Data Science,0,working_professional,15L+,Prefer weekend classes; working full-time,29,fees_high,1,1,1,,66,0.946,0.795,0.401,137612,160879,76,1810.68,B,32
organic_search,organic_search,cpm,data_analytics_fasttrack,machine+learning+bootcamp,longform,2,desktop,IN,TS,Hyderabad,Cloud & DevOps,0,student,15L+,Interested if EMI available and recorded sessions,37,compare_options,1,0,0,competitor,46,0.668,0.246,0.056,5168,6402,299,17.28,C,214
influencer,influencer,social,data_analytics_fasttrack,machine+learning+bootcamp,carousel,3,mobile,AE,DXB,Dubai,Python,1,working_professional,15L+,Already coding; want advanced projects,58,authenticity,1,0,0,competitor,49,0.741,0.329,0.039,1670,1852,1959,0.85,C,93
paid_search,paid_search,social,python_fundamentals,cybersecurity+program,text,7,mobile,IN,WB,Kolkata,Full-Stack Development,5,working_professional,6–10L,Already coding; want advanced projects,26,fees_high,1,1,1,,85,0.98,0.96,0.915,103412,138975,1783,58.0,A,6
paid_social,paid_social,email,ml_advanced,devops+training,carousel,5,mobile,IN,TN,Chennai,Cybersecurity,6,working_professional,NA,Prefer weekend classes; working full-time,29,time_commitment,1,1,0,timing,55,0.83,0.51,0.146,11017,12775,1599,6.89,B,47
email,email,cpm,ml_advanced,python+course,v1,2,mobile,IN,KA,Bengaluru,Full-Stack Development,0,working_professional,6–10L,New to field; need beginner-friendly curriculum,80,not_interested,1,0,0,research_only,36,0.365,0.06,0.032,4129,5309,608,6.79,C,184
influencer,influencer,organic,cyber_jumpstart,cybersecurity+program,video,3,mobile,IN,TS,Hyderabad,Data Science,7,unemployed,NA,Want a job-ready course with placement support,28,need_more_info,0,0,0,no_response,52,0.812,0.436,0.063,6714,9047,1192,5.63,C,212
direct,direct,email,python_fundamentals,full+stack+developer,video,6,tablet,IN,WB,Kolkata,Machine Learning,7,student,6–10L,Want a job-ready course with placement support,16,need_more_info,1,1,1,,66,0.948,0.807,0.419,148271,172553,94,1577.35,B,34
paid_social,paid_social,social,python_fundamentals,devops+training,v1,5,desktop,IN,MH,Pune,Machine Learning,7,working_professional,15L+,Prefer weekend classes; working full-time,69,need_more_info,1,0,0,research_only,61,0.919,0.668,0.258,24827,28233,1587,15.64,B,50
paid_search,paid_search,organic,python_fundamentals,devops+training,v2,3,tablet,IN,WB,Kolkata,Data Science,2,student,6–10L,Already coding; want advanced projects,37,need_more_info,1,1,1,,61,0.934,0.695,0.269,86133,108888,2234,38.56,B,27
influencer,influencer,cpm,fsd_career_switch,machine+learning+bootcamp,v1,4,mobile,IN,WB,Kolkata,Data Analytics,8,student,NA,New to field; need beginner-friendly curriculum,57,authenticity,1,0,0,competitor,42,0.579,0.146,0.046,2948,3829,1784,1.65,C,109
email,email,social,fsd_career_switch,devops+training,longform,1,mobile,IN,MH,Mumbai,Python,4,student,10–15L,Want a job-ready course with placement support,110,not_interested,1,1,0,research_only,40,0.514,0.136,0.01,504,573,707,0.71,C,73
referral,referral,organic,python_fundamentals,devops+training,v2,5,mobile,US,NY,New York,Machine Learning,2,student,10–15L,Prefer weekend classes; working full-time,15,finance_options,1,0,0,budget,65,0.964,0.792,0.408,41921,51778,22,1905.5,B,21
email,email,email,python_fundamentals,machine+learning+bootcamp,video,2,mobile,IN,RJ,Jaipur,Data Analytics,2,working_professional,6–10L,New to field; need beginner-friendly curriculum,104,time_commitment,1,0,0,timing,34,0.328,0.07,0.01,1138,1318,602,1.89,C,218
email,email,email,ml_advanced,full+stack+developer,video,4,desktop,IN,WB,Kolkata,Data Science,5,student,15L+,Interested if EMI available and recorded sessions,89,not_interested,1,0,0,research_only,49,0.761,0.293,0.058,8304,10515,607,13.68,C,64
organic_search,organic_search,email,ml_advanced,python+course,v1,7,desktop,IN,WB,Kolkata,Full-Stack Development,8,freelancer,NA,New to field; need beginner-friendly curriculum,46,compare_options,0,0,0,no_response,60,0.904,0.653,0.268,26456,30864,41,645.27,B,49
direct,direct,cpc,data_analytics_fasttrack,devops+training,v1,3,mobile,IN,TS,Hyderabad,Full-Stack Development,7,unemployed,10–15L,Comparing programs; need scholarship info,6,need_more_info,1,1,1,,66,0.958,0.792,0.423,112621,132530,33,3412.76,B,42
paid_social,paid_social,email,ds_bootcamp_q3,data+analytics+certificate,longform,4,mobile,US,NY,New York,Data Analytics,0,freelancer,<3L,Interested if EMI available and recorded sessions,26,need_more_info,0,0,0,no_response,37,0.414,0.072,0.041,3619,4419,1362,2.66,C,69
paid_search,paid_search,cpm,cloud_devops_kickoff,data+analytics+certificate,v1,6,tablet,IN,RJ,Jaipur,Python,2,working_professional,<3L,New to field; need beginner-friendly curriculum,45,compare_options,1,1,1,,56,0.843,0.529,0.154,54294,67168,2229,24.36,B,40
email,email,email,fsd_career_switch,python+course,video,1,mobile,IN,TN,Chennai,Data Science,3,student,15L+,New to field; need beginner-friendly curriculum,117,not_interested,1,0,0,research_only,50,0.766,0.325,0.08,6403,7064,353,18.14,C,80
organic_search,organic_search,cpm,fsd_career_switch,devops+training,text,3,mobile,IN,MH,Mumbai,Cloud & DevOps,6,student,10–15L,Want a job-ready course with placement support,11,compare_options,0,0,0,no_response,64,0.952,0.769,0.357,37872,49423,32,1183.5,B,34
direct,direct,referral,fsd_career_switch,data+science+course,carousel,6,mobile,IN,RJ,Jaipur,Machine Learning,4,student,<3L,Want a job-ready course with placement support,10,schedule_conflict,1,1,0,timing,67,0.979,0.834,0.47,73857,85462,52,1420.33,B,47
referral,referral,email,python_fundamentals,full+stack+developer,v2,7,mobile,IN,RJ,Jaipur,Full-Stack Development,8,unemployed,15L+,Prefer weekend classes; working full-time,19,finance_options,1,1,1,,74,0.98,0.889,0.701,95173,115206,47,2024.96,B,34
affiliate,affiliate,referral,cloud_devops_kickoff,cybersecurity+program,text,2,mobile,IN,GJ,Ahmedabad,Machine Learning,1,working_professional,NA,Looking to switch career in 3–6 months,34,fees_high,1,0,0,budget,45,0.618,0.23,0.048,5306,5888,1021,5.2,C,145
organic_search,organic_search,organic,fsd_career_switch,machine+learning+bootcamp,carousel,5,mobile,IN,KA,Mysuru,Python,0,working_professional,10–15L,Already coding; want advanced projects,33,compare_options,0,0,0,no_response,57,0.847,0.546,0.17,8394,10253,237,35.42,B,58
paid_social,paid_social,cpm,cloud_devops_kickoff,data+analytics+certificate,carousel,5,mobile,IN,DL,Delhi,Python,4,working_professional,6–10L,New to field; need beginner-friendly curriculum,54,not_ready,1,0,0,timing,50,0.758,0.378,0.072,3806,4847,1072,3.55,C,101
email,email,cpm,fsd_career_switch,cybersecurity+program,video,6,mobile,IN,RJ,Jaipur,Python,0,working_professional,15L+,Comparing programs; need scholarship info,79,time_commitment,0,0,0,no_response,42,0.54,0.175,0.046,1692,1975,201,8.42,C,216
direct,direct,social,ds_bootcamp_q3,cybersecurity+program,carousel,6,mobile,AE,AUH,Abu Dhabi,Full-Stack Development,2,working_professional,6–10L,Interested if EMI available and recorded sessions,6,schedule_conflict,1,0,0,timing,58,0.88,0.565,0.181,14659,18251,57,257.18,B,53
organic_search,organic_search,cpc,data_analytics_fasttrack,data+science+course,video,3,mobile,IN,KA,Bengaluru,Cloud & DevOps,3,working_professional,NA,Interested if EMI available and recorded sessions,25,schedule_conflict,1,0,0,timing,54,0.85,0.449,0.119,15653,17403,94,166.52,C,140
paid_social,paid_social,referral,ds_bootcamp_q3,cybersecurity+program,longform,2,mobile,US,WA,Seattle,Python,3,working_professional,10–15L,Prefer weekend classes; working full-time,70,time_commitment,0,0,0,no_response,44,0.625,0.173,0.047,1628,2053,1294,1.26,C,240
email,email,referral,fsd_career_switch,data+science+course,video,1,desktop,IN,WB,Kolkata,Python,2,working_professional,15L+,Prefer weekend classes; working full-time,44,not_interested,1,0,0,research_only,43,0.608,0.153,0.041,972,1075,541,1.8,C,156
influencer,influencer,referral,ml_advanced,python+course,carousel,3,mobile,AE,AUH,Abu Dhabi,Data Analytics,5,student,15L+,New to field; need beginner-friendly curriculum,40,need_more_info,1,0,0,research_only,50,0.74,0.364,0.085,6047,8141,1376,4.39,C,231
paid_social,paid_social,cpm,ml_advanced,cybersecurity+program,v2,5,mobile,US,NY,New York,Python,6,working_professional,3–6L,Comparing programs; need scholarship info,50,time_commitment,0,0,0,no_response,47,0.678,0.25,0.043,1073,1407,1283,0.84,C,74
