creator_id,topic,recent_video_transcript,posting_cadence_days,views_90d,clicks,leads,qualified_leads,enrollments,refunds,geography,language,category_tag
C376,SaaS;Marketing,Quick guide to getting started with SaaS step by step,2.0,5000,96,18,10,4,0,Netherlands,Hindi,review;case-study
C377,Study Hacks;Data Science;AI Tools,Real world use cases of Data Science explained clearly,3.2,5000,126,31,19,8,0,United States,Italian,vlog
C378,Marketing,Common mistakes in Marketing and how to fix them fast,3.5,5000,68,9,5,1,0,Netherlands,Indonesian,myth-busting
C379,Travel,Five practical tips to improve your Travel workflow,2.6,5000,75,20,12,6,0,Mexico,Portuguese,tips;case-study;tutorial
C380,AI Tools;Marketing;Mobile Dev,Beginner friendly roadmap for mastering Marketing,4.2,5000,101,12,10,4,0,Philippines,Italian,how-to;live-demo;tutorial
C381,Health;Productivity,Breaking down a case study to learn Productivity efficiently,1.6,5000,93,11,8,2,0,Canada,German,interview;how-to;tips
C382,Mobile Dev;Gaming;Fitness,Today we explore Mobile Dev fundamentals and build a simple project,1.5,5000,94,16,11,4,0,Italy,French,interview;deep-dive;vlog
C383,Data Science;Mobile Dev,Today we explore Mobile Dev fundamentals and build a simple project,1.8,5000,85,7,4,2,0,Philippines,English,tips;comparison;quick-win
C384,Cooking;Startups;Finance,Today we explore Startups fundamentals and build a simple project,2.6,5000,97,19,12,5,0,Canada,Indonesian,myth-busting
C385,Design,Breaking down a case study to learn Design efficiently,3.9,5000,44,7,5,2,0,Philippines,French,how-to
C386,Gaming;Productivity,Five practical tips to improve your Gaming workflow,4.7,5000,36,8,7,3,0,Spain,Indonesian,tutorial;myth-busting;review
C387,AI Tools;Travel;Career Advice,Breaking down a case study to learn Travel efficiently,5.4,5000,82,22,14,5,0,Australia,Portuguese,case-study
C388,Health;EdTech;Gaming,Today we explore Gaming fundamentals and build a simple project,4.9,5000,121,25,13,5,0,Canada,Spanish,vlog;tutorial
C389,Finance,Today we explore Finance fundamentals and build a simple project,3.8,5000,57,11,9,3,0,Brazil,Portuguese,interview
C390,Fitness;Web Dev;Gaming,Quick guide to getting started with Fitness step by step,4.8,5000,75,20,15,4,0,South Africa,Hindi,interview;case-study
C391,Startups;AI Tools;Web Dev,Real world use cases of AI Tools explained clearly,4.5,5000,92,12,11,3,0,Italy,French,review;tutorial
C392,AI Tools;Startups;Design,Breaking down a case study to learn Design efficiently,3.4,5000,101,21,16,6,0,France,Italian,how-to
C393,Mobile Dev;Finance;Gaming,Today we explore Mobile Dev fundamentals and build a simple project,0.5,5000,82,12,8,3,0,Netherlands,Spanish,deep-dive
C394,Mobile Dev,Breaking down a case study to learn Mobile Dev efficiently,4.9,5000,70,12,7,3,0,South Africa,Indonesian,vlog
C395,Productivity;SaaS;Design,Real world use cases of Design explained clearly,1.6,5000,94,12,10,3,0,India,French,how-to
C396,Productivity,Five practical tips to improve your Productivity workflow,4.0,5000,89,13,9,3,0,Brazil,English,tutorial;how-to
C397,Cooking;Personal Growth,Common mistakes in Cooking and how to fix them fast,2.8,5000,60,10,6,2,0,Spain,Indonesian,live-demo
C398,Marketing,Five practical tips to improve your Marketing workflow,3.6,5000,56,8,4,1,0,Philippines,Spanish,case-study;interview
C399,EdTech;Mobile Dev;Startups,Common mistakes in EdTech and how to fix them fast,2.1,5000,61,12,8,2,0,Brazil,English,live-demo;myth-busting
C400,Career Advice;Travel,Real world use cases of Career Advice explained clearly,1.9,5000,50,11,4,2,0,Philippines,French,comparison
C401,Fitness;Personal Growth;Crypto,Common mistakes in Personal Growth and how to fix them fast,3.2,5000,85,10,6,1,0,Indonesia,Portuguese,tips;behind-the-scenes
C402,Data Science,Beginner friendly roadmap for mastering Data Science,2.0,5000,59,10,5,3,0,United States,German,behind-the-scenes;vlog
C403,Study Hacks;Fitness,Five practical tips to improve your Fitness workflow,5.2,5000,89,18,13,2,0,Canada,French,vlog;review;tutorial
C404,AI Tools;Mobile Dev;Cooking,Common mistakes in Cooking and how to fix them fast,4.0,5000,33,6,5,2,0,United Kingdom,French,storytime;review
C405,Fitness;SaaS;Data Science,Quick guide to getting started with Data Science step by step,4.1,5000,25,3,2,1,0,Mexico,Spanish,quick-win;tips;behind-the-scenes
C406,Crypto;Startups,Quick guide to getting started with Crypto step by step,2.6,5000,124,39,23,9,0,United States,Hindi,interview
C407,Mobile Dev;Data Science;Study Hacks,Common mistakes in Mobile Dev and how to fix them fast,4.8,5000,82,9,6,2,0,Philippines,French,how-to;tips
C408,Marketing;Health;AI Tools,Beginner friendly roadmap for mastering Marketing,2.4,5000,100,11,7,3,0,Mexico,Spanish,review
C409,Fitness;Productivity;EdTech,Common mistakes in Productivity and how to fix them fast,2.1,5000,110,21,11,5,0,India,Portuguese,comparison;live-demo;behind-the-scenes
C410,Marketing,Breaking down a case study to learn Marketing efficiently,3.8,5000,66,11,5,2,0,Brazil,Portuguese,live-demo;deep-dive;comparison
C411,EdTech;Fitness;Mobile Dev,Quick guide to getting started with EdTech step by step,2.2,5000,25,4,2,1,0,Australia,German,behind-the-scenes;review;live-demo
C412,Data Science;SaaS;Cooking,Five practical tips to improve your Cooking workflow,2.2,5000,69,3,1,0,0,Germany,French,how-to;review;behind-the-scenes
C413,Personal Growth,Common mistakes in Personal Growth and how to fix them fast,0.5,5000,59,16,9,3,0,Italy,Hindi,tips
C414,Marketing;Productivity,Today we explore Productivity fundamentals and build a simple project,0.5,5000,81,17,15,3,0,Philippines,Portuguese,comparison;storytime;quick-win
C415,Web Dev;Mobile Dev,Today we explore Web Dev fundamentals and build a simple project,2.7,5000,74,14,9,3,0,Netherlands,Hindi,tutorial;tips;case-study
C416,Gaming;Travel,Five practical tips to improve your Travel workflow,3.9,5000,41,6,5,1,0,Brazil,Indonesian,live-demo
C417,Finance;Personal Growth,Today we explore Personal Growth fundamentals and build a simple project,2.1,5000,96,31,18,9,0,Canada,Spanish,comparison;deep-dive;storytime
C418,Startups,Common mistakes in Startups and how to fix them fast,4.6,5000,97,16,9,3,0,Australia,Hindi,tips
C419,Cooking,Five practical tips to improve your Cooking workflow,2.9,5000,122,29,20,8,0,India,Hindi,quick-win
C420,Personal Growth;Data Science;Travel,Common mistakes in Personal Growth and how to fix them fast,4.1,5000,119,17,10,2,0,United Kingdom,English,review;behind-the-scenes;live-demo
C421,Web Dev,Common mistakes in Web Dev and how to fix them fast,4.2,5000,94,16,10,3,0,Italy,German,quick-win;myth-busting
C422,Finance,Today we explore Finance fundamentals and build a simple project,0.5,5000,26,7,5,2,0,Mexico,Italian,live-demo
C423,Data Science;Travel,Today we explore Data Science fundamentals and build a simple project,1.9,5000,103,20,15,4,0,South Africa,Italian,case-study
C424,Web Dev,Beginner friendly roadmap for mastering Web Dev,2.3,5000,43,11,6,3,0,Australia,Hindi,comparison
C425,Startups,Breaking down a case study to learn Startups efficiently,0.8,5000,25,4,2,1,0,Philippines,German,interview;storytime
C426,Cooking;Marketing;Fitness,Real world use cases of Marketing explained clearly,3.1,5000,50,11,7,3,0,Brazil,English,tips;review
C427,Design;Mobile Dev,Breaking down a case study to learn Design efficiently,3.9,5000,25,3,2,1,0,United Kingdom,Hindi,behind-the-scenes;how-to
C428,Crypto;Travel,Five practical tips to improve your Travel workflow,5.9,5000,93,17,11,3,0,South Africa,Indonesian,vlog;myth-busting;how-to
C429,Personal Growth;SaaS;Mobile Dev,Five practical tips to improve your Mobile Dev workflow,3.3,5000,85,17,8,2,0,France,English,case-study;tutorial
C430,SaaS;Career Advice;Finance,Today we explore SaaS fundamentals and build a simple project,5.3,5000,35,7,3,1,0,Canada,French,review;storytime
C431,Productivity;Travel,Common mistakes in Travel and how to fix them fast,2.9,5000,36,3,2,1,0,Spain,Spanish,storytime
C432,Productivity;EdTech;Cooking,Real world use cases of Cooking explained clearly,0.5,5000,92,23,13,4,0,South Africa,German,live-demo;myth-busting;tips
C433,EdTech,Quick guide to getting started with EdTech step by step,0.8,5000,81,19,10,4,0,India,Indonesian,myth-busting;deep-dive;live-demo
C434,SaaS;EdTech;Finance,Beginner friendly roadmap for mastering EdTech,2.2,5000,46,8,5,2,0,Netherlands,Hindi,behind-the-scenes
C435,Fitness;Travel;Design,Quick guide to getting started with Fitness step by step,1.8,5000,93,18,10,5,0,Mexico,Italian,comparison;interview
C436,Cooking;Career Advice,Common mistakes in Career Advice and how to fix them fast,0.5,5000,65,13,10,3,0,France,English,behind-the-scenes;comparison;quick-win
C437,Mobile Dev;AI Tools;Personal Growth,Common mistakes in AI Tools and how to fix them fast,2.7,5000,127,16,10,4,0,Germany,German,tips;how-to
C438,Finance;Mobile Dev,Common mistakes in Mobile Dev and how to fix them fast,2.5,5000,65,13,7,1,0,Italy,Italian,case-study
C439,Travel;Productivity;Web Dev,Beginner friendly roadmap for mastering Web Dev,5.1,5000,82,18,8,4,0,Italy,Italian,vlog;live-demo
C440,AI Tools;Study Hacks,Beginner friendly roadmap for mastering AI Tools,5.0,5000,130,29,22,8,0,Australia,Indonesian,tutorial
C441,SaaS;Data Science;Marketing,Today we explore SaaS fundamentals and build a simple project,4.4,5000,25,3,2,1,0,Canada,English,storytime
C442,AI Tools;Fitness,Breaking down a case study to learn Fitness efficiently,4.5,5000,79,8,6,2,0,South Africa,Italian,vlog;case-study;tips
C443,Data Science,Beginner friendly roadmap for mastering Data Science,2.0,5000,106,23,13,5,0,Brazil,Italian,tips
C444,SaaS;Crypto,Common mistakes in SaaS and how to fix them fast,4.0,5000,107,15,10,2,0,South Africa,German,tips;review
C445,Cooking,Breaking down a case study to learn Cooking efficiently,3.5,5000,40,7,4,1,0,South Africa,French,review
C446,Web Dev,Real world use cases of Web Dev explained clearly,3.3,5000,52,13,10,4,0,Indonesia,English,comparison;live-demo
C447,Marketing,Real world use cases of Marketing explained clearly,3.6,5000,71,18,8,4,0,Australia,German,deep-dive;how-to;vlog
C448,Fitness;Gaming,Today we explore Fitness fundamentals and build a simple project,2.5,5000,74,6,5,2,0,Australia,Indonesian,vlog;interview
C449,Fitness;Crypto;Startups,Common mistakes in Crypto and how to fix them fast,4.1,5000,89,15,12,3,0,Brazil,Hindi,comparison;tutorial
C450,Health;Design;SaaS,Beginner friendly roadmap for mastering SaaS,2.3,5000,89,15,8,3,0,Canada,Spanish,quick-win;comparison;case-study
C451,AI Tools,Breaking down a case study to learn AI Tools efficiently,4.0,5000,25,4,2,1,0,Spain,Spanish,live-demo;comparison;tips
C452,Startups;Design,Common mistakes in Startups and how to fix them fast,3.1,5000,84,12,8,2,0,Italy,English,live-demo;storytime
C453,Mobile Dev;Crypto;Personal Growth,Five practical tips to improve your Personal Growth workflow,1.6,5000,63,14,8,2,0,South Africa,Spanish,tips;myth-busting;case-study
C454,Startups,Breaking down a case study to learn Startups efficiently,3.7,5000,98,12,6,1,0,United Kingdom,German,interview
C455,Productivity;Mobile Dev,Beginner friendly roadmap for mastering Mobile Dev,4.2,5000,104,22,10,4,0,South Africa,German,vlog;quick-win
C456,Fitness;Design,Real world use cases of Fitness explained clearly,4.6,5000,102,27,24,7,0,Brazil,English,case-study;interview;tutorial
C457,Study Hacks,Real world use cases of Study Hacks explained clearly,5.7,5000,29,2,1,0,0,Spain,Indonesian,storytime
C458,Career Advice,Quick guide to getting started with Career Advice step by step,3.5,5000,88,17,13,3,0,Germany,Indonesian,vlog
C459,Marketing;Productivity,Today we explore Marketing fundamentals and build a simple project,2.1,5000,102,21,16,5,0,United Kingdom,Portuguese,tips;comparison
C460,Design;Web Dev,Beginner friendly roadmap for mastering Web Dev,4.8,5000,128,10,5,1,0,Netherlands,Spanish,behind-the-scenes
C461,Career Advice,Real world use cases of Career Advice explained clearly,1.7,5000,116,26,16,5,0,France,Indonesian,live-demo;comparison;storytime
C462,AI Tools,Today we explore AI Tools fundamentals and build a simple project,4.5,5000,74,11,4,1,0,United States,Portuguese,vlog;quick-win;tips
C463,Data Science;Mobile Dev;SaaS,Five practical tips to improve your SaaS workflow,1.5,5000,105,14,9,4,0,India,Indonesian,tips;case-study;review
C464,Marketing;Productivity,Real world use cases of Productivity explained clearly,6.4,5000,107,21,15,6,0,Australia,Italian,case-study
C465,Career Advice;Health;Personal Growth,Quick guide to getting started with Career Advice step by step,3.3,5000,93,21,14,6,0,United Kingdom,Indonesian,deep-dive;vlog
C466,Career Advice,Common mistakes in Career Advice and how to fix them fast,3.2,5000,54,14,11,4,0,United States,Spanish,quick-win
C467,AI Tools;Cooking;Design,Beginner friendly roadmap for mastering Design,1.9,5000,95,28,17,5,0,United States,Hindi,behind-the-scenes;how-to;storytime
C468,AI Tools,Real world use cases of AI Tools explained clearly,3.8,5000,49,11,9,2,0,France,Hindi,tutorial;live-demo;interview
C469,Career Advice;Web Dev;Data Science,Five practical tips to improve your Data Science workflow,4.4,5000,77,16,8,3,0,India,German,live-demo;comparison
C470,Career Advice;Travel;Finance,Real world use cases of Career Advice explained clearly,4.1,5000,120,19,13,5,0,Australia,Hindi,quick-win;behind-the-scenes;tutorial
C471,EdTech,Breaking down a case study to learn EdTech efficiently,4.7,5000,113,26,12,3,0,Australia,French,deep-dive
C472,Startups;Marketing,Common mistakes in Marketing and how to fix them fast,1.9,5000,109,22,11,4,0,Brazil,French,myth-busting
C473,Data Science,Quick guide to getting started with Data Science step by step,4.3,5000,91,18,15,6,0,India,Hindi,comparison
C474,Study Hacks,Breaking down a case study to learn Study Hacks efficiently,3.5,5000,45,7,5,2,0,Italy,Hindi,quick-win
C475,Gaming,Beginner friendly roadmap for mastering Gaming,4.3,5000,81,13,5,2,0,United States,Hindi,case-study;interview
C476,Startups,Today we explore Startups fundamentals and build a simple project,3.6,5000,57,8,6,3,0,Germany,Indonesian,deep-dive;comparison
C477,Data Science,Common mistakes in Data Science and how to fix them fast,4.9,5000,117,12,5,2,0,Spain,Spanish,comparison
C478,EdTech;Design,Real world use cases of Design explained clearly,5.2,5000,68,10,8,2,0,United Kingdom,Hindi,tutorial;tips;deep-dive
C479,Design;Cooking,Quick guide to getting started with Design step by step,2.7,5000,95,16,9,3,0,Spain,Spanish,storytime;interview;live-demo
C480,AI Tools;Marketing;Finance,Five practical tips to improve your AI Tools workflow,3.1,5000,70,13,5,2,0,Netherlands,Italian,behind-the-scenes;interview
C481,Fitness;Data Science,Real world use cases of Fitness explained clearly,1.6,5000,25,2,1,1,0,Brazil,Italian,storytime;quick-win;review
C482,AI Tools;Productivity,Five practical tips to improve your Productivity workflow,3.2,5000,79,14,6,3,0,United States,French,comparison;tips
C483,EdTech;Finance;Travel,Beginner friendly roadmap for mastering EdTech,1.0,5000,67,8,5,2,0,Germany,Indonesian,quick-win;vlog;interview
C484,EdTech;AI Tools;Data Science,Today we explore EdTech fundamentals and build a simple project,4.4,5000,106,26,14,4,0,South Africa,Italian,review;myth-busting;interview
C485,Health;Mobile Dev,Real world use cases of Mobile Dev explained clearly,4.0,5000,28,5,3,1,0,Indonesia,French,case-study;how-to
C486,Productivity,Beginner friendly roadmap for mastering Productivity,1.3,5000,120,42,23,9,0,Mexico,Italian,interview;deep-dive
C487,Gaming;Health,Real world use cases of Gaming explained clearly,3.2,5000,88,4,3,1,0,Italy,English,interview
C488,AI Tools;Crypto,Breaking down a case study to learn AI Tools efficiently,5.5,5000,63,19,11,3,0,Mexico,German,how-to;tutorial;behind-the-scenes
C489,Gaming;Health;Fitness,Five practical tips to improve your Health workflow,4.0,5000,36,5,3,1,0,Canada,Italian,storytime
C490,EdTech;Personal Growth;Fitness,Common mistakes in EdTech and how to fix them fast,3.5,5000,107,24,21,8,0,Netherlands,French,interview;tutorial;deep-dive
C491,Startups;Crypto,Quick guide to getting started with Crypto step by step,3.6,5000,91,16,14,7,0,United States,Spanish,tips;quick-win;tutorial
C492,Travel;Finance;Design,Real world use cases of Travel explained clearly,1.5,5000,84,16,10,4,0,Philippines,Indonesian,vlog;storytime;tutorial
C493,Health,Beginner friendly roadmap for mastering Health,3.8,5000,72,12,7,2,0,France,English,deep-dive
C494,Gaming;SaaS,Beginner friendly roadmap for mastering SaaS,1.5,5000,58,3,3,1,0,Indonesia,English,review;interview;how-to
C495,Personal Growth;Study Hacks;Marketing,Real world use cases of Personal Growth explained clearly,3.0,5000,126,37,23,12,1,South Africa,Spanish,behind-the-scenes;review;quick-win
C496,EdTech;Health;Study Hacks,Real world use cases of Health explained clearly,1.4,5000,79,12,7,2,0,Philippines,French,live-demo;behind-the-scenes
C497,Startups;Gaming,Breaking down a case study to learn Gaming efficiently,3.1,5000,53,5,4,1,0,France,German,review
C498,Crypto;Web Dev;SaaS,Common mistakes in SaaS and how to fix them fast,4.7,5000,25,4,2,0,0,Italy,German,behind-the-scenes
C499,Career Advice;Marketing;Study Hacks,Five practical tips to improve your Marketing workflow,4.8,5000,47,4,2,1,0,Italy,Hindi,quick-win;comparison;tips
C500,SaaS;EdTech,Beginner friendly roadmap for mastering EdTech,2.4,5000,133,30,18,7,0,Italy,German,quick-win;live-demo;comparison
C501,Study Hacks,Breaking down a case study to learn Study Hacks efficiently,4.4,5000,76,14,9,2,0,France,Spanish,how-to
C502,Web Dev,Quick guide to getting started with Web Dev step by step,2.9,5000,59,17,8,4,0,United Kingdom,German,deep-dive;storytime
C503,Startups,Beginner friendly roadmap for mastering Startups,3.5,5000,51,12,9,1,0,Indonesia,English,deep-dive
C504,Finance;Crypto,Five practical tips to improve your Finance workflow,0.5,5000,124,18,8,3,0,Spain,Indonesian,quick-win
C505,Startups;AI Tools;Cooking,Today we explore Cooking fundamentals and build a simple project,0.8,5000,120,39,23,5,0,Spain,Portuguese,live-demo;deep-dive
C506,Design,Breaking down a case study to learn Design efficiently,4.9,5000,51,9,5,2,0,South Africa,Italian,behind-the-scenes
C507,Fitness;SaaS;Crypto,Quick guide to getting started with SaaS step by step,4.1,5000,116,23,16,9,0,Canada,German,behind-the-scenes;vlog;quick-win
C508,Productivity;Marketing;SaaS,Five practical tips to improve your Marketing workflow,3.0,5000,28,6,5,1,0,United States,Indonesian,myth-busting;tutorial;live-demo
C509,Career Advice;Marketing,Today we explore Career Advice fundamentals and build a simple project,3.8,5000,72,10,7,2,0,Germany,Italian,storytime;case-study;how-to
C510,Health,Beginner friendly roadmap for mastering Health,4.4,5000,77,17,14,6,0,Mexico,German,how-to;deep-dive;comparison
C511,Crypto;Fitness;Productivity,Quick guide to getting started with Productivity step by step,2.6,5000,85,16,7,3,0,United Kingdom,Hindi,tips;myth-busting;vlog
C512,Crypto;EdTech,Common mistakes in EdTech and how to fix them fast,2.2,5000,43,13,11,6,0,Canada,French,tutorial;tips
C513,Startups;Web Dev,Breaking down a case study to learn Startups efficiently,3.1,5000,54,7,5,2,0,South Africa,English,myth-busting;interview;storytime
C514,Gaming;Mobile Dev,Beginner friendly roadmap for mastering Mobile Dev,3.7,5000,31,8,6,2,0,United States,Portuguese,behind-the-scenes;storytime;vlog
C515,Cooking,Five practical tips to improve your Cooking workflow,3.4,5000,50,7,6,3,0,Australia,English,myth-busting;quick-win
C516,Gaming;Personal Growth;AI Tools,Quick guide to getting started with Gaming step by step,2.1,5000,107,11,6,3,0,Germany,Hindi,comparison;vlog
C517,Crypto;Data Science;Productivity,Real world use cases of Productivity explained clearly,2.8,5000,96,22,11,4,0,Spain,French,comparison
C518,Web Dev,Breaking down a case study to learn Web Dev efficiently,4.1,5000,86,8,5,3,0,Netherlands,Indonesian,storytime;quick-win;deep-dive
C519,Career Advice;Data Science;Gaming,Beginner friendly roadmap for mastering Career Advice,2.0,5000,29,4,3,1,0,India,English,tips;how-to;tutorial
C520,Crypto;Productivity,Breaking down a case study to learn Productivity efficiently,3.9,5000,83,16,10,3,0,France,Indonesian,storytime;vlog;case-study
C521,Travel;Health,Breaking down a case study to learn Travel efficiently,2.4,5000,45,8,4,1,0,Spain,Hindi,live-demo
C522,EdTech;Productivity;AI Tools,Beginner friendly roadmap for mastering Productivity,3.3,5000,62,13,10,4,0,Philippines,Hindi,storytime;tutorial;tips
C523,Startups;Productivity;EdTech,Quick guide to getting started with Productivity step by step,3.2,5000,75,4,2,1,0,South Africa,English,live-demo;storytime
C524,Mobile Dev;Career Advice;Cooking,Five practical tips to improve your Mobile Dev workflow,2.1,5000,84,24,11,6,0,Australia,Portuguese,case-study;comparison;review
C525,Career Advice;Finance;AI Tools,Five practical tips to improve your AI Tools workflow,2.8,5000,106,25,12,5,0,Mexico,Indonesian,behind-the-scenes
C526,Startups,Real world use cases of Startups explained clearly,3.1,5000,70,18,11,3,0,Italy,Portuguese,quick-win
C527,Study Hacks;Career Advice;Marketing,Today we explore Study Hacks fundamentals and build a simple project,3.2,5000,93,12,11,4,0,Mexico,German,vlog
C528,SaaS,Common mistakes in SaaS and how to fix them fast,2.8,5000,100,25,18,8,0,Netherlands,Italian,storytime
C529,Productivity;Design;Finance,Common mistakes in Design and how to fix them fast,2.3,5000,103,17,12,7,0,Mexico,Italian,quick-win
C530,Mobile Dev,Common mistakes in Mobile Dev and how to fix them fast,2.0,5000,84,15,11,4,0,Mexico,Hindi,case-study
C531,Gaming;Health,Beginner friendly roadmap for mastering Health,1.3,5000,83,7,5,2,0,Mexico,Spanish,comparison;case-study;quick-win
C532,Travel;Marketing,Common mistakes in Marketing and how to fix them fast,5.8,5000,72,17,14,3,0,Canada,French,tips
C533,Career Advice;Health,Five practical tips to improve your Health workflow,2.3,5000,90,22,10,2,0,Germany,German,interview;storytime
C534,Marketing,Common mistakes in Marketing and how to fix them fast,2.0,5000,79,20,14,4,0,South Africa,Spanish,behind-the-scenes;tutorial;case-study
C535,Productivity;EdTech;Data Science,Quick guide to getting started with Data Science step by step,2.6,5000,54,11,8,4,0,Mexico,Indonesian,comparison;how-to;behind-the-scenes
C536,Crypto,Real world use cases of Crypto explained clearly,2.8,5000,80,21,9,3,0,Brazil,Spanish,myth-busting;storytime
C537,SaaS,Common mistakes in SaaS and how to fix them fast,4.5,5000,54,5,3,2,0,Brazil,Hindi,storytime;case-study;review
C538,Data Science;Mobile Dev;Marketing,Breaking down a case study to learn Marketing efficiently,3.0,5000,75,10,7,3,0,United Kingdom,Spanish,review;interview;storytime
C539,Fitness;AI Tools,Common mistakes in Fitness and how to fix them fast,1.8,5000,95,17,12,4,0,Brazil,French,deep-dive
C540,Mobile Dev;AI Tools,Today we explore AI Tools fundamentals and build a simple project,2.1,5000,89,6,3,0,0,France,Italian,vlog;myth-busting;tips
C541,Health,Five practical tips to improve your Health workflow,2.8,5000,44,5,3,1,0,Indonesia,German,quick-win
C542,SaaS;Marketing;Cooking,Common mistakes in Cooking and how to fix them fast,1.9,5000,114,25,14,5,0,Spain,Hindi,live-demo;tips;behind-the-scenes
C543,Mobile Dev;Study Hacks,Five practical tips to improve your Mobile Dev workflow,3.0,5000,70,13,6,1,0,Brazil,Italian,tips;storytime
C544,Gaming,Quick guide to getting started with Gaming step by step,1.1,5000,80,10,7,2,0,India,German,vlog
C545,Marketing,Real world use cases of Marketing explained clearly,3.8,5000,45,9,4,2,0,South Africa,Hindi,behind-the-scenes;quick-win
C546,Finance;Personal Growth,Today we explore Personal Growth fundamentals and build a simple project,0.8,5000,71,11,5,2,0,Mexico,Spanish,interview;storytime;vlog
C547,AI Tools,Breaking down a case study to learn AI Tools efficiently,2.9,5000,55,14,6,2,0,Mexico,Spanish,behind-the-scenes
C548,AI Tools;SaaS;Career Advice,Real world use cases of Career Advice explained clearly,3.6,5000,59,14,6,2,0,Australia,Spanish,review
C549,SaaS;Data Science;Startups,Quick guide to getting started with Data Science step by step,4.5,5000,46,7,4,1,0,Brazil,Italian,vlog
C550,Travel,Quick guide to getting started with Travel step by step,1.4,5000,100,28,15,5,0,South Africa,Spanish,review;deep-dive;behind-the-scenes
C551,Health;Gaming;Productivity,Today we explore Health fundamentals and build a simple project,2.4,5000,114,13,7,2,0,France,Spanish,live-demo
C552,Study Hacks,Real world use cases of Study Hacks explained clearly,3.7,5000,69,11,6,3,0,Mexico,Hindi,comparison;live-demo;review
C553,EdTech;AI Tools;Crypto,Five practical tips to improve your Crypto workflow,2.6,5000,85,26,19,9,0,Brazil,Spanish,deep-dive;tutorial;storytime
C554,Travel,Beginner friendly roadmap for mastering Travel,3.2,5000,31,4,3,1,0,Italy,Indonesian,live-demo;tips;how-to
C555,Cooking;Fitness,Quick guide to getting started with Fitness step by step,1.2,5000,84,19,8,3,0,Mexico,Hindi,deep-dive;quick-win;storytime
C556,Personal Growth;Mobile Dev,Quick guide to getting started with Mobile Dev step by step,3.6,5000,70,15,11,5,0,Mexico,Indonesian,case-study
C557,Data Science,Breaking down a case study to learn Data Science efficiently,2.0,5000,63,15,13,5,0,United States,Indonesian,myth-busting;tutorial;storytime
C558,Travel;Fitness,Beginner friendly roadmap for mastering Fitness,3.5,5000,71,20,10,5,0,France,German,review
C559,Travel;SaaS;Fitness,Five practical tips to improve your SaaS workflow,4.6,5000,93,15,6,3,0,Netherlands,French,case-study;comparison;live-demo
C560,Personal Growth;Marketing;Fitness,Real world use cases of Fitness explained clearly,2.0,5000,72,15,10,4,0,Australia,Portuguese,myth-busting;interview;case-study
C561,Career Advice;Finance;Mobile Dev,Five practical tips to improve your Career Advice workflow,5.2,5000,65,7,4,2,0,United Kingdom,Hindi,deep-dive;quick-win
C562,Health;Crypto,Breaking down a case study to learn Crypto efficiently,3.6,5000,80,18,14,7,0,United States,Spanish,quick-win;comparison;storytime
C563,Productivity,Today we explore Productivity fundamentals and build a simple project,3.1,5000,112,11,6,2,0,Philippines,Indonesian,interview
C564,Mobile Dev;Fitness,Five practical tips to improve your Fitness workflow,4.5,5000,25,4,3,1,0,United States,Indonesian,behind-the-scenes
C565,Study Hacks;Startups;AI Tools,Quick guide to getting started with Study Hacks step by step,2.7,5000,90,12,10,5,0,Brazil,Italian,comparison
C566,Study Hacks;Startups;Web Dev,Quick guide to getting started with Web Dev step by step,2.3,5000,68,19,12,3,0,Mexico,French,deep-dive
C567,AI Tools;Fitness;Mobile Dev,Breaking down a case study to learn Fitness efficiently,3.1,5000,57,12,9,1,0,Australia,Indonesian,how-to;review;tutorial
C568,Cooking;SaaS,Five practical tips to improve your Cooking workflow,4.5,5000,42,8,5,2,0,United States,Hindi,myth-busting
C569,Crypto;SaaS,Real world use cases of SaaS explained clearly,3.6,5000,92,14,11,6,0,Canada,French,tips;case-study
C570,Data Science;Design;Marketing,Common mistakes in Marketing and how to fix them fast,1.7,5000,25,5,3,2,0,Indonesia,Hindi,myth-busting;tutorial
C571,Finance;Study Hacks,Real world use cases of Study Hacks explained clearly,1.0,5000,25,6,2,1,0,Mexico,German,myth-busting;deep-dive
C572,Personal Growth;Mobile Dev;Health,Today we explore Mobile Dev fundamentals and build a simple project,2.6,5000,86,11,7,3,0,Philippines,English,comparison;interview
C573,Productivity;Cooking,Real world use cases of Cooking explained clearly,1.4,5000,25,4,2,1,0,Italy,French,deep-dive;vlog;comparison
C574,Study Hacks;Crypto,Common mistakes in Study Hacks and how to fix them fast,1.3,5000,81,14,7,3,0,South Africa,German,quick-win
C575,Cooking,Common mistakes in Cooking and how to fix them fast,2.4,5000,140,13,6,3,0,Indonesia,Spanish,quick-win;tips;tutorial
C576,Web Dev;SaaS,Breaking down a case study to learn SaaS efficiently,2.6,5000,67,18,13,7,0,Spain,French,review;quick-win
C577,Mobile Dev,Beginner friendly roadmap for mastering Mobile Dev,1.6,5000,51,14,9,3,0,Canada,French,vlog;case-study;storytime
C578,Fitness;Career Advice;Finance,Today we explore Finance fundamentals and build a simple project,2.2,5000,98,8,6,3,0,Spain,Italian,tutorial
C579,AI Tools;Personal Growth;Fitness,Quick guide to getting started with Personal Growth step by step,3.8,5000,72,15,8,3,0,South Africa,German,tips;interview;behind-the-scenes
C580,Design;Cooking;Mobile Dev,Five practical tips to improve your Cooking workflow,3.2,5000,81,22,17,8,0,Netherlands,Indonesian,review;how-to;myth-busting
